product_id,product_name,department,forecast_date,day_of_week,is_weekend,month,festival_flag,predicted_units,predicted_units_lower,predicted_units_upper,recommended_price,predicted_revenue,confidence_pct,model_used,store_id
33627,Mix Popcorn,snacks,2024-07-28,6,1,7,0,64.5,44.8,84.3,4.07,262.69,86.2,Trend+Seasonal,1
33627,Mix Popcorn,snacks,2024-07-29,0,0,7,0,38.7,18.9,58.4,4.07,157.45,77.8,Trend+Seasonal,1
33627,Mix Popcorn,snacks,2024-07-30,1,0,7,0,39.3,19.5,59.0,4.07,159.77,76.3,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-01,0,0,7,0,13.0,9.3,16.7,8.49,110.1,70.9,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-02,1,0,7,0,13.4,9.7,17.1,8.49,113.52,70.4,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-03,2,0,7,0,14.3,10.6,18.0,8.49,121.61,78.5,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-04,3,0,7,0,14.8,11.1,18.5,8.49,125.34,85.0,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-05,4,0,7,0,15.7,12.0,19.4,8.49,133.59,90.8,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-06,5,1,7,0,19.7,16.0,23.4,8.49,167.47,80.3,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-07,6,1,7,0,18.9,15.2,22.6,8.49,160.55,91.8,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-08,0,0,7,0,15.5,11.8,19.2,8.49,131.54,75.1,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-09,1,0,7,0,15.4,11.7,19.1,8.49,130.71,83.4,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-10,2,0,7,0,15.9,12.2,19.6,8.49,134.97,81.3,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-11,3,0,7,0,14.8,11.1,18.5,8.49,125.55,74.9,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-12,4,0,7,0,15.0,11.4,18.7,8.49,127.76,74.1,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-13,5,1,7,0,20.6,16.9,24.3,8.49,174.84,71.3,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-14,6,1,7,0,22.8,19.1,26.5,8.49,193.62,91.3,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-15,0,0,7,0,17.6,13.9,21.3,8.49,149.7,85.3,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-16,1,0,7,0,15.6,11.9,19.3,8.49,132.19,73.4,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-17,2,0,7,0,15.7,12.0,19.4,8.49,133.56,74.9,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-18,3,0,7,0,17.2,13.5,20.9,8.49,145.9,81.8,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-19,4,0,7,0,18.3,14.6,22.0,8.49,155.7,72.0,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-20,5,1,7,0,24.6,20.9,28.3,8.49,209.05,89.3,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-21,6,1,7,0,22.1,18.5,25.8,8.49,188.04,89.6,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-22,0,0,7,0,16.6,12.9,20.3,8.49,141.11,91.0,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-23,1,0,7,0,17.5,13.8,21.2,8.49,148.64,84.4,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-24,2,0,7,0,17.7,14.0,21.4,8.49,150.3,82.1,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-25,3,0,7,0,17.3,13.6,21.0,8.49,146.69,78.2,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-26,4,0,7,0,16.7,13.0,20.4,8.49,142.06,75.7,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-27,5,1,7,0,23.9,20.2,27.6,8.49,203.21,71.8,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-28,6,1,7,0,26.1,22.5,29.8,8.49,222.01,74.8,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-29,0,0,7,0,17.5,13.8,21.2,8.49,148.3,88.7,Trend+Seasonal,1
18193,Tangerine Lime Drink Tabs,missing,2024-07-30,1,0,7,0,18.4,14.7,22.1,8.49,156.46,80.9,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-01,0,0,7,0,23.2,19.7,26.6,2.74,63.44,88.1,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-02,1,0,7,0,20.1,16.6,23.5,2.74,54.94,77.7,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-03,2,0,7,0,21.4,17.9,24.8,2.74,58.57,75.9,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-04,3,0,7,0,22.7,19.2,26.1,2.74,62.07,89.3,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-05,4,0,7,0,21.4,18.0,24.9,2.74,58.69,88.7,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-06,5,1,7,0,29.3,25.9,32.8,2.74,80.36,89.1,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-07,6,1,7,0,29.1,25.7,32.6,2.74,79.8,85.3,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-08,0,0,7,0,21.5,18.1,25.0,2.74,59.01,85.0,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-09,1,0,7,0,22.5,19.1,26.0,2.74,61.68,73.5,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-10,2,0,7,0,21.8,18.4,25.3,2.74,59.78,89.4,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-11,3,0,7,0,21.0,17.6,24.5,2.74,57.65,77.4,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-12,4,0,7,0,21.4,18.0,24.9,2.74,58.73,86.4,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-13,5,1,7,0,29.2,25.7,32.7,2.74,80.02,88.3,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-14,6,1,7,0,28.5,25.0,32.0,2.74,78.11,81.2,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-15,0,0,7,0,21.7,18.2,25.1,2.74,59.42,83.9,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-16,1,0,7,0,21.6,18.1,25.1,2.74,59.19,75.7,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-17,2,0,7,0,22.3,18.8,25.7,2.74,61.08,87.2,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-18,3,0,7,0,23.9,20.5,27.4,2.74,65.58,72.4,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-19,4,0,7,0,22.0,18.6,25.5,2.74,60.33,91.2,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-20,5,1,7,0,31.1,27.6,34.6,2.74,85.22,77.5,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-21,6,1,7,0,30.2,26.7,33.6,2.74,82.72,72.3,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-22,0,0,7,0,22.2,18.7,25.6,2.74,60.71,90.6,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-23,1,0,7,0,21.6,18.1,25.0,2.74,59.1,76.6,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-24,2,0,7,0,22.3,18.8,25.8,2.74,61.1,85.6,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-25,3,0,7,0,22.3,18.8,25.8,2.74,61.12,77.6,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-26,4,0,7,0,21.5,18.1,25.0,2.74,58.94,83.7,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-27,5,1,7,0,29.5,26.1,33.0,2.74,80.91,86.7,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-28,6,1,7,0,30.6,27.1,34.1,2.74,83.83,70.5,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-29,0,0,7,0,24.1,20.6,27.5,2.74,65.93,85.0,Trend+Seasonal,1
47100,Fire Roasted Diced Tomatoes With Seasonings,canned goods,2024-07-30,1,0,7,0,22.4,19.0,25.9,2.74,61.49,79.8,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-01,0,0,7,0,45.0,22.7,67.3,10.48,471.78,73.6,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-02,1,0,7,0,39.3,17.0,61.6,10.48,411.99,87.5,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-03,2,0,7,0,46.5,24.2,68.8,10.48,487.44,71.8,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-04,3,0,7,0,57.4,35.1,79.7,10.48,601.59,85.0,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-05,4,0,7,0,43.4,21.1,65.7,10.48,455.0,90.9,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-06,5,1,7,0,75.1,52.8,97.4,10.48,787.0,73.3,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-07,6,1,7,0,72.7,50.4,95.0,10.48,761.78,79.2,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-08,0,0,7,0,49.3,27.0,71.6,10.48,516.42,84.0,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-09,1,0,7,0,39.1,16.7,61.4,10.48,409.25,91.6,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-10,2,0,7,0,43.9,21.6,66.3,10.48,460.58,79.0,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-11,3,0,7,0,46.3,24.0,68.6,10.48,485.04,74.7,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-12,4,0,7,0,49.6,27.3,71.9,10.48,519.51,70.7,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-13,5,1,7,0,54.4,32.1,76.8,10.48,570.61,89.0,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-14,6,1,7,0,71.6,49.3,93.9,10.48,749.99,80.4,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-15,0,0,7,0,47.5,25.2,69.8,10.48,497.45,87.0,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-16,1,0,7,0,47.5,25.2,69.9,10.48,498.31,88.6,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-17,2,0,7,0,48.1,25.8,70.4,10.48,504.22,72.9,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-18,3,0,7,0,52.0,29.7,74.3,10.48,545.22,70.7,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-19,4,0,7,0,43.8,21.5,66.1,10.48,458.65,87.5,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-20,5,1,7,0,61.1,38.8,83.4,10.48,640.66,80.6,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-21,6,1,7,0,50.9,28.6,73.2,10.48,533.87,74.4,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-22,0,0,7,0,52.5,30.2,74.8,10.48,549.76,80.8,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-23,1,0,7,0,40.6,18.3,62.9,10.48,425.31,75.9,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-24,2,0,7,0,34.5,12.2,56.8,10.48,361.43,87.5,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-25,3,0,7,0,35.4,13.1,57.7,10.48,370.76,70.3,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-26,4,0,7,0,25.0,2.7,47.3,10.48,262.41,71.6,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-27,5,1,7,0,46.9,24.6,69.2,10.48,491.78,83.2,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-28,6,1,7,0,32.8,10.5,55.1,10.48,343.89,76.4,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-29,0,0,7,0,40.9,18.6,63.2,10.48,428.61,87.2,Trend+Seasonal,1
48184,Soy Curls,snacks,2024-07-30,1,0,7,0,37.8,15.5,60.1,10.48,396.21,70.9,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-01,0,0,7,0,40.8,26.2,55.5,3.77,153.97,75.3,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-02,1,0,7,0,44.9,30.3,59.6,3.77,169.39,91.7,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-03,2,0,7,0,45.2,30.5,59.8,3.77,170.28,83.6,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-04,3,0,7,0,40.1,25.4,54.8,3.77,151.27,85.5,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-05,4,0,7,0,44.3,29.6,59.0,3.77,166.99,77.2,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-06,5,1,7,0,61.3,46.6,76.0,3.77,231.05,81.4,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-07,6,1,7,0,60.1,45.5,74.8,3.77,226.71,70.7,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-08,0,0,7,0,42.4,27.7,57.1,3.77,159.81,71.7,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-09,1,0,7,0,41.0,26.3,55.7,3.77,154.66,82.5,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-10,2,0,7,0,44.2,29.6,58.9,3.77,166.78,85.2,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-11,3,0,7,0,43.0,28.3,57.7,3.77,162.12,73.7,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-12,4,0,7,0,48.1,33.4,62.8,3.77,181.27,72.3,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-13,5,1,7,0,67.7,53.0,82.4,3.77,255.33,70.7,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-14,6,1,7,0,65.7,51.0,80.4,3.77,247.66,90.6,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-15,0,0,7,0,45.9,31.3,60.6,3.77,173.23,85.6,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-16,1,0,7,0,42.9,28.2,57.6,3.77,161.66,89.2,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-17,2,0,7,0,49.7,35.0,64.4,3.77,187.42,77.5,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-18,3,0,7,0,48.6,33.9,63.3,3.77,183.26,87.9,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-19,4,0,7,0,51.7,37.0,66.3,3.77,194.74,80.0,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-20,5,1,7,0,62.8,48.1,77.5,3.77,236.87,84.2,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-21,6,1,7,0,69.7,55.0,84.3,3.77,262.63,71.8,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-22,0,0,7,0,46.9,32.2,61.5,3.77,176.63,71.3,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-23,1,0,7,0,43.2,28.5,57.8,3.77,162.69,89.2,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-24,2,0,7,0,43.9,29.3,58.6,3.77,165.63,74.8,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-25,3,0,7,0,48.4,33.7,63.1,3.77,182.5,84.5,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-26,4,0,7,0,43.6,28.9,58.3,3.77,164.45,81.0,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-27,5,1,7,0,70.0,55.3,84.6,3.77,263.77,75.0,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-28,6,1,7,0,64.3,49.7,79.0,3.77,242.54,91.9,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-29,0,0,7,0,46.4,31.8,61.1,3.77,175.08,74.4,Trend+Seasonal,1
22198,"4X Ultra Concentrated Natural Laundry Detergent, Free & Clear",household,2024-07-30,1,0,7,0,46.8,32.2,61.5,3.77,176.6,85.0,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-01,0,0,7,0,49.7,33.6,65.7,3.38,167.96,89.1,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-02,1,0,7,0,42.8,26.7,58.8,3.38,144.61,86.0,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-03,2,0,7,0,48.4,32.3,64.4,3.38,163.5,77.6,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-04,3,0,7,0,58.2,42.1,74.2,3.38,196.58,78.2,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-05,4,0,7,0,51.5,35.5,67.6,3.38,174.24,79.6,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-06,5,1,7,0,73.0,57.0,89.1,3.38,246.8,86.0,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-07,6,1,7,0,73.0,57.0,89.1,3.38,246.79,89.8,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-08,0,0,7,0,49.9,33.9,66.0,3.38,168.79,79.3,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-09,1,0,7,0,53.1,37.1,69.2,3.38,179.64,90.1,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-10,2,0,7,0,42.3,26.3,58.4,3.38,142.99,74.6,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-11,3,0,7,0,56.9,40.8,72.9,3.38,192.27,86.1,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-12,4,0,7,0,56.3,40.3,72.4,3.38,190.31,72.9,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-13,5,1,7,0,69.3,53.2,85.3,3.38,234.12,74.0,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-14,6,1,7,0,68.0,51.9,84.0,3.38,229.8,75.2,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-15,0,0,7,0,49.2,33.1,65.2,3.38,166.27,75.4,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-16,1,0,7,0,54.8,38.8,70.9,3.38,185.38,89.2,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-17,2,0,7,0,52.8,36.8,68.8,3.38,178.47,77.9,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-18,3,0,7,0,35.3,19.2,51.3,3.38,119.18,83.0,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-19,4,0,7,0,47.1,31.1,63.2,3.38,159.24,91.3,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-20,5,1,7,0,60.4,44.4,76.5,3.38,204.19,75.7,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-21,6,1,7,0,59.4,43.4,75.5,3.38,200.81,87.0,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-22,0,0,7,0,54.1,38.1,70.1,3.38,182.85,72.9,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-23,1,0,7,0,48.2,32.1,64.2,3.38,162.81,75.2,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-24,2,0,7,0,50.6,34.5,66.6,3.38,170.95,71.6,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-25,3,0,7,0,48.5,32.5,64.6,3.38,164.05,77.4,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-26,4,0,7,0,41.9,25.8,57.9,3.38,141.53,88.2,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-27,5,1,7,0,57.2,41.2,73.3,3.38,193.4,83.6,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-28,6,1,7,0,62.5,46.4,78.5,3.38,211.23,85.5,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-29,0,0,7,0,46.0,30.0,62.1,3.38,155.56,70.8,Trend+Seasonal,1
31574,Chocolate Deluxe Bars,snacks,2024-07-30,1,0,7,0,45.9,29.9,62.0,3.38,155.17,86.2,Trend+Seasonal,1
45363,Stewed Mexican Recipe Sliced Tomatoes,canned goods,2024-07-01,0,0,7,0,55.5,35.5,75.6,1.84,102.16,88.6,Trend+Seasonal,1
45363,Stewed Mexican Recipe Sliced Tomatoes,canned goods,2024-07-02,1,0,7,0,70.1,50.1,90.1,1.84,128.98,87.7,Trend+Seasonal,1
45363,Stewed Mexican Recipe Sliced Tomatoes,canned goods,2024-07-03,2,0,7,0,64.0,43.9,84.0,1.84,117.68,74.5,Trend+Seasonal,1
45363,Stewed Mexican Recipe Sliced Tomatoes,canned goods,2024-07-04,3,0,7,0,59.3,39.3,79.4,1.84,109.2,72.5,Trend+Seasonal,1
45363,Stewed Mexican Recipe Sliced Tomatoes,canned goods,2024-07-05,4,0,7,0,57.6,37.6,77.7,1.84,106.05,81.7,Trend+Seasonal,1
