product_id,product_name,department,year,week,weekly_units_sold,weekly_revenue,weekly_profit,avg_price,min_price,max_price,avg_discount_pct,avg_inventory,avg_inventory_ratio,festival_days,weekend_days,transaction_days,lag1_weekly_sales,lag2_weekly_sales,ma4_weekly_sales,price_change_pct,demand_change_pct,price_elasticity_est,revenue_per_unit,low_stock_flag
148,Nectarines,produce,2024,11,298,834.4,390.38,2.8,2.8,2.8,0.0,42.57,0.43,0,2,7,362.0,281.0,315.75,0.0,-0.18,,2.8,0
148,Nectarines,produce,2024,12,390,1092.0,510.9,2.8,2.8,2.8,0.0,56.14,0.56,0,2,7,298.0,362.0,332.75,0.0,0.31,,2.8,0
148,Nectarines,produce,2024,13,263,724.92,333.05,2.76,2.52,2.8,1.43,38.14,0.38,0,2,7,390.0,298.0,328.25,-0.01,-0.33,0.0,2.76,0
148,Nectarines,produce,2024,14,314,879.2,411.34,2.76,2.52,2.8,1.43,44.86,0.45,0,2,7,263.0,390.0,316.25,0.0,0.19,,2.8,0
148,Nectarines,produce,2024,15,349,977.2,457.19,2.8,2.8,2.8,0.0,49.86,0.5,0,2,7,314.0,263.0,329.0,0.01,0.11,0.0,2.8,0
148,Nectarines,produce,2024,16,402,1125.6,526.62,2.8,2.8,2.8,0.0,59.43,0.59,0,2,7,349.0,314.0,332.0,0.0,0.15,,2.8,0
148,Nectarines,produce,2024,17,351,982.8,459.81,2.8,2.8,2.8,0.0,50.71,0.51,0,2,7,402.0,349.0,354.0,0.0,-0.13,,2.8,0
148,Nectarines,produce,2024,18,412,1153.6,539.72,2.8,2.8,2.8,0.0,62.29,0.62,0,2,7,351.0,402.0,378.5,0.0,0.17,,2.8,0
148,Nectarines,produce,2024,19,324,881.44,398.68,2.72,2.24,2.8,2.86,47.0,0.47,0,2,7,412.0,351.0,372.25,-0.03,-0.21,0.0,2.72,0
148,Nectarines,produce,2024,20,370,1036.0,484.7,2.8,2.8,2.8,0.0,58.29,0.58,0,2,7,324.0,412.0,364.25,0.03,0.14,0.0,2.8,0
148,Nectarines,produce,2024,21,306,838.18,382.24,2.76,2.66,2.8,1.43,43.71,0.44,0,2,7,370.0,324.0,353.0,-0.01,-0.17,0.0,2.74,0
148,Nectarines,produce,2024,22,317,881.3,408.97,2.78,2.66,2.8,0.71,48.86,0.49,0,2,7,306.0,370.0,329.25,0.01,0.04,0.0,2.78,0
148,Nectarines,produce,2024,23,263,728.0,336.13,2.74,2.52,2.8,2.14,37.57,0.38,0,2,7,317.0,306.0,314.0,-0.01,-0.17,0.0,2.77,0
148,Nectarines,produce,2024,24,293,809.9,373.33,2.78,2.66,2.8,0.71,41.86,0.42,0,2,7,263.0,317.0,294.75,0.01,0.11,0.0,2.76,0
148,Nectarines,produce,2024,25,462,1293.6,605.22,2.8,2.8,2.8,0.0,69.29,0.69,0,2,7,293.0,263.0,333.75,0.01,0.58,0.0,2.8,0
148,Nectarines,produce,2024,26,216,596.4,274.56,2.77,2.66,2.8,1.0,43.2,0.43,0,0,5,462.0,293.0,308.5,-0.01,-0.53,0.0,2.76,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,1,227,2655.9,1239.42,11.7,11.7,11.7,0.0,41.14,0.41,0,2,7,,,227.0,,,,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,2,287,3180.06,1389.18,11.2,9.36,11.7,4.29,55.0,0.55,0,2,7,227.0,,257.0,-0.04,0.26,-5.0,11.08,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,3,245,2866.5,1337.7,11.7,11.7,11.7,0.0,48.71,0.49,0,2,7,287.0,227.0,253.0,0.04,-0.15,-3.27,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,4,280,3276.0,1528.8,11.7,11.7,11.7,0.0,59.86,0.6,0,2,7,245.0,287.0,259.75,0.0,0.14,,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,5,163,1907.1,889.98,11.7,11.7,11.7,0.0,26.71,0.27,0,2,7,280.0,245.0,243.75,0.0,-0.42,,11.7,1
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,6,285,3307.36,1528.96,11.62,11.11,11.7,0.71,53.29,0.53,0,2,7,163.0,280.0,243.25,-0.01,0.75,-5.0,11.6,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,7,218,2494.44,1134.12,11.37,9.36,11.7,2.86,48.86,0.49,0,2,7,285.0,163.0,236.5,-0.02,-0.24,0.0,11.44,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,8,259,2949.34,1333.18,11.45,9.94,11.7,2.14,44.29,0.44,0,2,7,218.0,285.0,231.25,0.01,0.19,0.0,11.39,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,9,247,2859.81,1318.53,11.62,11.11,11.7,0.71,39.86,0.4,0,2,7,259.0,218.0,252.25,0.01,-0.05,-3.17,11.58,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,10,278,3252.6,1517.88,11.7,11.7,11.7,0.0,52.0,0.52,0,2,7,247.0,259.0,250.5,0.01,0.13,0.0,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,11,234,2642.39,1182.23,11.28,9.36,11.7,3.57,55.43,0.53,0,2,7,278.0,247.0,254.5,-0.04,-0.16,0.0,11.29,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,12,217,2538.9,1184.82,11.7,11.7,11.7,0.0,43.0,0.43,0,2,7,234.0,278.0,244.0,0.04,-0.07,-1.96,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,13,265,3033.81,1380.21,11.53,10.53,11.7,1.43,60.43,0.6,0,2,7,217.0,234.0,248.5,-0.01,0.22,-5.0,11.45,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,14,282,3194.1,1434.42,11.37,9.36,11.7,2.86,55.86,0.56,0,2,7,265.0,217.0,249.5,-0.01,0.06,-4.43,11.33,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,15,261,3036.59,1407.95,11.62,11.11,11.7,0.71,52.14,0.52,0,2,7,282.0,265.0,256.25,0.02,-0.07,-3.39,11.63,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,16,244,2763.28,1240.72,11.45,9.94,11.7,2.14,43.57,0.44,0,2,7,261.0,282.0,263.0,-0.01,-0.07,0.0,11.32,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,17,236,2761.2,1288.56,11.7,11.7,11.7,0.0,40.57,0.41,0,2,7,244.0,261.0,255.75,0.02,-0.03,-1.49,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,18,253,2960.1,1381.38,11.7,11.7,11.7,0.0,53.14,0.53,0,2,7,236.0,244.0,248.5,0.0,0.07,,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,19,264,3088.8,1441.44,11.7,11.7,11.7,0.0,49.43,0.49,0,2,7,253.0,236.0,249.25,0.0,0.04,,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,20,271,3170.7,1479.66,11.7,11.7,11.7,0.0,55.71,0.56,0,2,7,264.0,253.0,256.0,0.0,0.03,,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,21,244,2832.38,1309.82,11.62,11.11,11.7,0.71,55.57,0.56,0,2,7,271.0,264.0,258.0,-0.01,-0.1,0.0,11.61,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,22,288,3369.6,1572.48,11.7,11.7,11.7,0.0,52.71,0.53,0,2,7,244.0,271.0,266.75,0.01,0.18,0.0,11.7,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,23,291,3350.42,1534.58,11.53,11.11,11.7,1.43,48.57,0.49,0,2,7,288.0,244.0,273.5,-0.01,0.01,-0.72,11.51,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,24,208,2330.64,1032.72,11.37,9.36,11.7,2.86,39.86,0.4,0,2,7,291.0,288.0,257.75,-0.01,-0.29,0.0,11.2,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,25,296,3433.7,1586.66,11.62,11.11,11.7,0.71,55.43,0.55,0,2,7,208.0,291.0,270.75,0.02,0.42,0.0,11.6,0
200,Radiant Pantiliners Regular Wrapped Unscented,personal care,2024,26,212,2480.4,1157.52,11.7,11.7,11.7,0.0,59.6,0.6,0,0,5,296.0,208.0,251.75,0.01,-0.28,-5.0,11.7,0
263,Red Food Color,pantry,2024,1,246,1075.85,359.99,4.42,3.66,4.58,3.57,44.0,0.44,0,2,7,,,246.0,,,,4.37,0
263,Red Food Color,pantry,2024,2,250,1106.36,378.86,4.45,3.66,4.58,2.86,51.29,0.51,0,2,7,246.0,,248.0,0.01,0.02,0.0,4.43,0
263,Red Food Color,pantry,2024,3,234,1071.72,390.78,4.58,4.58,4.58,0.0,48.0,0.48,0,2,7,250.0,246.0,243.33,0.03,-0.06,-2.17,4.58,0
263,Red Food Color,pantry,2024,4,217,993.86,362.39,4.58,4.58,4.58,0.0,47.14,0.47,0,2,7,234.0,250.0,236.75,0.0,-0.07,,4.58,0
263,Red Food Color,pantry,2024,5,218,986.71,352.33,4.42,3.66,4.58,3.57,33.0,0.33,0,2,7,217.0,234.0,229.75,-0.04,0.0,-0.13,4.53,0
263,Red Food Color,pantry,2024,6,269,1219.37,436.58,4.55,4.35,4.58,0.71,46.14,0.46,0,2,7,218.0,217.0,234.5,0.03,0.23,0.0,4.53,0
263,Red Food Color,pantry,2024,7,281,1272.72,455.01,4.55,4.35,4.58,0.71,51.0,0.5,0,2,7,269.0,218.0,246.25,0.0,0.04,,4.53,0
263,Red Food Color,pantry,2024,8,247,1124.36,405.59,4.55,4.35,4.58,0.71,41.14,0.41,0,2,7,281.0,269.0,253.75,0.0,-0.12,,4.55,0
263,Red Food Color,pantry,2024,9,286,1309.88,477.62,4.58,4.58,4.58,0.0,57.57,0.58,0,2,7,247.0,281.0,270.75,0.01,0.16,0.0,4.58,0
263,Red Food Color,pantry,2024,10,277,1235.54,429.47,4.45,3.66,4.58,2.86,49.86,0.5,0,2,7,286.0,247.0,272.75,-0.03,-0.03,0.0,4.46,0
263,Red Food Color,pantry,2024,11,278,1273.24,464.26,4.58,4.58,4.58,0.0,58.43,0.56,0,2,7,277.0,286.0,272.0,0.03,0.0,0.0,4.58,0
263,Red Food Color,pantry,2024,12,260,1145.72,389.12,4.45,3.66,4.58,2.86,42.29,0.42,0,2,7,278.0,277.0,275.25,-0.03,-0.06,0.0,4.41,0
263,Red Food Color,pantry,2024,13,281,1286.98,469.27,4.58,4.58,4.58,0.0,47.43,0.47,0,2,7,260.0,278.0,274.0,0.03,0.08,0.0,4.58,0
263,Red Food Color,pantry,2024,14,317,1381.48,459.01,4.38,3.66,4.58,4.29,63.57,0.64,0,2,7,281.0,260.0,284.0,-0.04,0.13,-2.98,4.36,0
263,Red Food Color,pantry,2024,15,225,1030.5,375.75,4.58,4.58,4.58,0.0,39.14,0.39,0,2,7,317.0,281.0,270.75,0.04,-0.29,-5.0,4.58,0
263,Red Food Color,pantry,2024,16,247,1108.72,389.95,4.51,4.35,4.58,1.43,50.29,0.5,0,2,7,225.0,317.0,267.5,-0.01,0.1,-5.0,4.49,0
263,Red Food Color,pantry,2024,17,293,1341.94,489.31,4.58,4.58,4.58,0.0,63.57,0.64,0,2,7,247.0,225.0,270.5,0.01,0.19,0.0,4.58,0
263,Red Food Color,pantry,2024,18,297,1323.46,459.19,4.45,3.66,4.58,2.86,54.29,0.54,0,2,7,293.0,247.0,265.5,-0.03,0.01,-0.48,4.46,0
263,Red Food Color,pantry,2024,19,287,1300.89,465.72,4.55,4.35,4.58,0.71,49.0,0.49,0,2,7,297.0,293.0,281.0,0.02,-0.03,-1.52,4.53,0
263,Red Food Color,pantry,2024,20,253,1158.74,422.51,4.58,4.58,4.58,0.0,41.86,0.42,0,2,7,287.0,297.0,282.5,0.01,-0.12,-5.0,4.58,0
263,Red Food Color,pantry,2024,21,301,1328.9,452.99,4.45,3.89,4.58,2.86,51.86,0.52,0,2,7,253.0,287.0,284.5,-0.03,0.19,-5.0,4.41,0
263,Red Food Color,pantry,2024,22,281,1275.25,457.54,4.55,4.35,4.58,0.71,54.29,0.54,0,2,7,301.0,253.0,280.5,0.02,-0.07,-2.99,4.54,0
263,Red Food Color,pantry,2024,23,257,1173.15,425.28,4.55,4.35,4.58,0.71,47.43,0.47,0,2,7,281.0,301.0,273.0,0.0,-0.09,,4.56,0
263,Red Food Color,pantry,2024,24,212,970.96,354.04,4.58,4.58,4.58,0.0,36.71,0.37,0,2,7,257.0,281.0,262.75,0.01,-0.18,-5.0,4.58,0
263,Red Food Color,pantry,2024,25,227,1032.3,371.73,4.55,4.35,4.58,0.71,46.57,0.47,0,2,7,212.0,257.0,244.25,-0.01,0.07,-5.0,4.55,0
263,Red Food Color,pantry,2024,26,208,912.16,306.88,4.4,3.66,4.58,4.0,62.2,0.62,0,0,5,227.0,212.0,226.0,-0.03,-0.08,0.0,4.39,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,1,127,702.37,334.07,5.55,5.31,5.59,0.71,53.0,0.53,0,2,7,,,127.0,,,,5.53,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,2,108,600.64,287.44,5.55,5.31,5.59,0.71,54.86,0.55,0,2,7,127.0,,117.5,0.0,-0.15,,5.56,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,3,129,716.35,342.25,5.55,5.31,5.59,0.71,49.71,0.5,0,2,7,108.0,127.0,121.33,0.0,0.19,,5.55,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,4,97,542.23,260.93,5.59,5.59,5.59,0.0,34.57,0.35,0,2,7,129.0,108.0,115.25,0.01,-0.25,-5.0,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,5,121,676.39,325.49,5.59,5.59,5.59,0.0,56.29,0.56,0,2,7,97.0,129.0,113.75,0.0,0.25,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,6,117,654.03,314.73,5.59,5.59,5.59,0.0,50.71,0.51,0,2,7,121.0,97.0,116.0,0.0,-0.03,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,7,104,570.16,268.56,5.51,5.03,5.59,1.43,42.71,0.43,0,2,7,117.0,121.0,109.75,-0.01,-0.11,0.0,5.48,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,8,115,638.09,304.59,5.55,5.31,5.59,0.71,51.86,0.52,0,2,7,104.0,117.0,114.25,0.01,0.11,0.0,5.55,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,9,122,677.78,323.98,5.55,5.31,5.59,0.71,57.57,0.58,0,2,7,115.0,104.0,114.5,0.0,0.06,,5.56,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,10,105,586.95,282.45,5.59,5.59,5.59,0.0,52.71,0.53,0,2,7,122.0,115.0,111.5,0.01,-0.14,-5.0,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,11,124,693.16,333.56,5.59,5.59,5.59,0.0,53.29,0.53,0,2,7,105.0,122.0,116.5,0.0,0.18,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,12,119,665.21,320.11,5.59,5.59,5.59,0.0,49.43,0.49,0,2,7,124.0,105.0,117.5,0.0,-0.04,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,13,138,771.42,371.22,5.59,5.59,5.59,0.0,50.0,0.5,0,2,7,119.0,124.0,121.5,0.0,0.16,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,14,116,642.28,305.88,5.55,5.31,5.59,0.71,45.0,0.45,0,2,7,138.0,119.0,124.25,-0.01,-0.16,0.0,5.54,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,15,116,648.44,312.04,5.59,5.59,5.59,0.0,50.86,0.51,0,2,7,116.0,138.0,122.25,0.01,0.0,0.0,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,16,129,721.11,347.01,5.59,5.59,5.59,0.0,41.29,0.41,0,2,7,116.0,116.0,124.75,0.0,0.11,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,17,119,659.61,314.51,5.55,5.31,5.59,0.71,53.29,0.53,0,2,7,129.0,116.0,120.0,-0.01,-0.08,0.0,5.54,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,18,122,681.98,328.18,5.59,5.59,5.59,0.0,43.71,0.44,0,2,7,119.0,129.0,121.5,0.01,0.03,0.0,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,19,121,676.39,325.49,5.59,5.59,5.59,0.0,47.14,0.47,0,2,7,122.0,119.0,122.75,0.0,-0.01,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,20,131,699.25,319.35,5.35,4.47,5.59,4.29,31.57,0.32,0,2,7,121.0,122.0,123.25,-0.04,0.08,-1.92,5.34,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,21,118,637.22,295.02,5.43,4.47,5.59,2.86,57.0,0.57,0,2,7,131.0,121.0,123.0,0.02,-0.1,-5.0,5.4,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,22,121,676.39,325.49,5.59,5.59,5.59,0.0,50.57,0.51,0,2,7,118.0,131.0,122.75,0.03,0.03,0.0,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,23,138,771.42,371.22,5.59,5.59,5.59,0.0,57.14,0.57,0,2,7,121.0,118.0,127.0,0.0,0.14,,5.59,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,24,119,663.53,318.43,5.55,5.31,5.59,0.71,39.29,0.39,0,2,7,138.0,121.0,124.0,-0.01,-0.14,0.0,5.58,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,25,141,771.95,363.05,5.51,5.03,5.59,1.43,59.86,0.6,0,2,7,119.0,138.0,129.75,-0.01,0.18,-5.0,5.47,0
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,pets,2024,26,80,443.0,211.0,5.53,5.31,5.59,1.0,59.0,0.59,0,0,5,141.0,119.0,119.5,0.0,-0.43,-5.0,5.54,0
315,Creamy Italian Dressing Marinade,pantry,2024,1,41,208.21,87.26,5.07,4.85,5.11,0.71,53.0,0.53,0,2,7,,,41.0,,,,5.08,0
315,Creamy Italian Dressing Marinade,pantry,2024,2,40,204.4,86.4,5.11,5.11,5.11,0.0,54.71,0.55,0,2,7,41.0,,40.5,0.01,-0.02,-3.34,5.11,0
315,Creamy Italian Dressing Marinade,pantry,2024,3,47,232.47,93.82,5.0,4.34,5.11,2.14,50.71,0.51,0,2,7,40.0,41.0,42.67,-0.02,0.18,-5.0,4.95,0
315,Creamy Italian Dressing Marinade,pantry,2024,4,41,207.43,86.48,5.07,4.85,5.11,0.71,44.43,0.44,0,2,7,47.0,40.0,42.25,0.01,-0.13,-5.0,5.06,0
315,Creamy Italian Dressing Marinade,pantry,2024,5,44,216.68,86.88,4.96,4.09,5.11,2.86,60.29,0.6,0,2,7,41.0,47.0,43.0,-0.02,0.07,-3.42,4.92,0
315,Creamy Italian Dressing Marinade,pantry,2024,6,43,217.91,91.06,5.07,4.85,5.11,0.71,64.0,0.64,0,2,7,44.0,41.0,43.75,0.02,-0.02,-1.04,5.07,0
315,Creamy Italian Dressing Marinade,pantry,2024,7,42,214.62,90.72,5.11,5.11,5.11,0.0,48.43,0.48,0,2,7,43.0,44.0,42.5,0.01,-0.02,-3.19,5.11,0
315,Creamy Italian Dressing Marinade,pantry,2024,8,40,200.83,82.83,5.04,4.6,5.11,1.43,53.29,0.53,0,2,7,42.0,43.0,42.25,-0.01,-0.05,0.0,5.02,0
315,Creamy Italian Dressing Marinade,pantry,2024,9,48,230.44,88.84,4.85,4.09,5.11,5.0,50.43,0.5,0,2,7,40.0,42.0,43.25,-0.04,0.2,-5.0,4.8,0
315,Creamy Italian Dressing Marinade,pantry,2024,10,41,209.51,88.56,5.11,5.11,5.11,0.0,42.0,0.42,0,2,7,48.0,40.0,42.75,0.05,-0.15,-2.77,5.11,0
